standard_inchi_key	identifier	label	antimicrobial_class	slug	corpus_commit
BHEVULAQHTXCQV-HLLBOEOZSA-N	CHEBI:73188	6β-({5-[(p-aminophenyl)imino]pentylidene}amino)penicillanic acid	ANTIMICROBIAL_UNSPECIFIED	6β-5-p-aminophenyl-imino-pentylidene-amino-penicillanic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BHHPRAFMEFGOLZ-QVUWEPBXSA-N	CHEBI:73107	maprounic acid	ANTIVIRAL	maprounic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BHNYEXHOBOECJW-UHFFFAOYSA-N	CHEBI:66066	IC202B	ANTIMICROBIAL_UNSPECIFIED	ic202b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BHRZNVHARXXAHW-UHFFFAOYSA-N	CHEBI:74526	sec-butylamine	ANTIFUNGAL	sec-butylamine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BIBQKWSSQXEIHK-IRFDLBBPSA-N	CHEBI:132442	chondrochloren B	ANTIMICROBIAL_UNSPECIFIED	chondrochloren-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BICZFYRWUHELRT-KFYXPMKRSA-N	CHEBI:69218	fatsicarpain C	ANTIBACTERIAL	fatsicarpain-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BIDUPMYXGFNAEJ-APGVDKLISA-N	CHEBI:37923	astromicin	ANTIBACTERIAL	astromicin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BIILLAVODXFDEL-NBGPHLIOSA-N	CHEBI:66269	trikendiol	ANTIVIRAL	trikendiol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BILSMHBWRCOPGJ-RASNQSQESA-N	CHEBI:65497	bielschowskysin	ANTIPROTOZOAL	bielschowskysin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BIMVXOYXXZYVJF-SFHVURJKSA-N	CHEBI:70654	(2S)-2,7-dihydroxy-5-methoxy-6,8-dimethylflavanone	ANTIVIRAL	2s-2-7-dihydroxy-5-methoxy-6-8-dimethylflavanone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BISPBXFUKNXOQY-RITPCOANSA-N	CHEBI:229539	durlobactam	ANTIBACTERIAL	durlobactam	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BITQGIOJQWZUPL-PBCQUBLHSA-M	CHEBI:3490	cefmetazole sodium	ANTIMICROBIAL_UNSPECIFIED	cefmetazole-sodium	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BIUWKTLZFMHRQE-RYQQTUIDSA-N	CHEBI:66052	hyemaloside C	ANTIVIRAL	hyemaloside-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BIXZHMJUSMUDOQ-UHFFFAOYSA-N	CHEBI:27864	2,6-dichloro-4-nitroaniline	ANTIFUNGAL	2-6-dichloro-4-nitroaniline	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BJDCWCLMFKKGEE-HVDUHBCDSA-N	CHEBI:207229	dihydroartemisinin	ANTIPROTOZOAL	dihydroartemisinin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BJHIKXHVCXFQLS-ZXEDONINSA-N	CHEBI:145026	L-psicose	ANTIVIRAL	l-psicose	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BJJVHBJYOXGRRO-XEQNPHJVSA-N	CHEBI:66354	venturamide B	ANTIPROTOZOAL	venturamide-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BJNLLBUOHPVGFT-PKMGYIMSSA-N	CHEBI:34996	teicoplanin A2-3	ANTIMICROBIAL_UNSPECIFIED	teicoplanin-a2-3	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BJSNGVYBQJIGRT-UHFFFAOYSA-N	CHEBI:32205	tetracenomycin F1	ANTIMICROBIAL_UNSPECIFIED	tetracenomycin-f1	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BKBSMMUEEAWFRX-UHFFFAOYSA-N	CHEBI:83428	flumorph	ANTIFUNGAL	flumorph	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BKLGAGSBCOUJGV-UHFFFAOYSA-N	CHEBI:65977	glycyrrhizol B	ANTIBACTERIAL	glycyrrhizol-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BKRWGHXVQLNRMR-UHFFFAOYSA-N	CHEBI:192555	asterriquinone C1	ANTIVIRAL	asterriquinone-c1	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BLFCMITWMARUSM-UHFFFAOYSA-N	CHEBI:156455	tropodithietic acid	ANTIBACTERIAL	tropodithietic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BLUAFEHZUWYNDE-NNWCWBAJSA-N	CHEBI:223316	(+)-artemisinin	ANTIPROTOZOAL	artemisinin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BMKVJAXXBOWJEE-BPFVPZITSA-N	CHEBI:29491	5-O-β-D-mycaminosyltylactone	ANTIMICROBIAL_UNSPECIFIED	5-o-β-d-mycaminosyltylactone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BNNVVTQUWNGKPH-NTEUORMPSA-N	CHEBI:149619	isoaspulvinone E	ANTIVIRAL	isoaspulvinone-e	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BNNVVTQUWNGKPH-ZROIWOOFSA-N	CHEBI:17704	aspulvinone E	ANTIVIRAL	aspulvinone-e	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BOEGTKLJZSQCCD-UEKVPHQBSA-N	CHEBI:3479	cefadroxil	ANTIBACTERIAL	cefadroxil	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BOJKULTULYSRAS-OTESTREVSA-N	CHEBI:65408	andrographolide	ANTIVIRAL	andrographolide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BORWSEZUWHQTOK-UHFFFAOYSA-N	CHEBI:8881	robustaflavone	ANTIVIRAL	robustaflavone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BOXSVZNGTQTENJ-UHFFFAOYSA-L	CHEBI:144323	zinc dibutyldithiocarbamate	ANTIFUNGAL	zinc-dibutyldithiocarbamate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BPLBGHOLXOTWMN-MBNYWOFBSA-N	CHEBI:27446	phenoxymethylpenicillin	ANTIBACTERIAL	phenoxymethylpenicillin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BPOLRDGTYHVUAY-YMFWJEOZSA-N	CHEBI:67556	zeaenol	ANTIBACTERIAL	zeaenol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BQBLZAMUHGIEFL-JRVIZFGFSA-N	CHEBI:66086	isariotin F	ANTIPROTOZOAL	isariotin-f	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BQFBLGBPUARBGM-UHFFFAOYSA-N	CHEBI:65468	bauhinoxepin A	ANTIMYCOBACTERIAL	bauhinoxepin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BQKXPBTYVGLILY-CEKXONASSA-N	antibioticmech:aro-3cd51688ea	phenelfamycin B	ANTIBACTERIAL	phenelfamycin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BQMJFERCSPVSGR-RULNZFCNSA-N	CHEBI:85337	dapdiamide E	ANTIMICROBIAL_UNSPECIFIED	dapdiamide-e	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BQYJATMQXGBDHF-UHFFFAOYSA-N	CHEBI:81760	difenoconazole	ANTIFUNGAL	difenoconazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BRBKOPJOKNSWSG-UHFFFAOYSA-N	CHEBI:94621	sulfaguanidine	ANTIMICROBIAL_UNSPECIFIED	sulfaguanidine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BRDWIEOJOWJCLU-LTGWCKQJSA-N	CHEBI:147281	GS-441524	ANTIVIRAL	gs-441524	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BREATYVWRHIPIY-UHFFFAOYSA-N	CHEBI:81846	amisulbrom	ANTIFUNGAL	amisulbrom	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BRKREXSOPCTPTI-BLXLMBLLSA-N	CHEBI:66020	hookerianamide H	ANTIPROTOZOAL	hookerianamide-h	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BRSBFYLXCMGALM-CDEWKRIDSA-N	CHEBI:71962	lividomycin B	ANTIMYCOBACTERIAL	lividomycin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BRZYSWJRSDMWLG-CAXSIQPQSA-N	CHEBI:42768	geneticin	ANTIPROTOZOAL	geneticin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BRZYSWJRSDMWLG-DJWUNRQOSA-N	antibioticmech:aro-9047378d43	G418	ANTIBACTERIAL	g418	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BSBSCJRAEMDCHC-LVOPHWFOSA-N	CHEBI:31738	jadomycin B	ANTIBACTERIAL	jadomycin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BSCARUQHRDHPML-SNVBAGLBSA-N	CHEBI:66525	streptoverticillin	ANTIFUNGAL	streptoverticillin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BSIMZHVOQZIAOY-SCSAIBSYSA-N	CHEBI:615	1-carbapenem-3-carboxylic acid	ANTIBACTERIAL	1-carbapenem-3-carboxylic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BSKQISPKMLYNTK-UHFFFAOYSA-N	CHEBI:69532	1,6-dihydroxy-2-methyl-9,10-anthraquinone	ANTIBACTERIAL	1-6-dihydroxy-2-methyl-9-10-anthraquinone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BSSIRFLGSWHWDE-NHYGBIDUSA-N	CHEBI:59669	colistimethate A	ANTIBACTERIAL	colistimethate-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BSVYJQAWONIOOU-UHFFFAOYSA-N	CHEBI:147356	tilorone dihydrochloride	ANTIVIRAL	tilorone-dihydrochloride	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BSWWXRFVMJHFBN-UHFFFAOYSA-N	CHEBI:47696	2,4,6-tribromophenol	ANTIFUNGAL	2-4-6-tribromophenol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BTCICADMSGBCKA-COWFKMKXSA-N	CHEBI:65614	chamaejasmenin A	ANTIFUNGAL	chamaejasmenin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BTCICADMSGBCKA-WVKQWSHJSA-N	CHEBI:66091	isochamaejasmenin B	ANTIFUNGAL	isochamaejasmenin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BTIHMVBBUGXLCJ-OAHLLOKOSA-N	CHEBI:45307	seliciclib	ANTIVIRAL	seliciclib	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BUDVJTLKHWKZFS-PCIDIATHSA-N	CHEBI:65636	citrafungin B	ANTIFUNGAL	citrafungin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BUYMVQAILCEWRR-UHFFFAOYSA-N	CHEBI:38729	naled	ANTIBACTERIAL	naled	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BVAZQCUMNICBAQ-PZHYSIFUSA-N	CHEBI:132967	elbasvir	ANTIVIRAL	elbasvir	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BVCKFLJARNKCSS-DWPRYXJFSA-N	CHEBI:51817	temocillin	ANTIBACTERIAL	temocillin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BVHLNRAYBCPKOY-NRFANRHFSA-N	CHEBI:66482	sigmoidin A	ANTIBACTERIAL	sigmoidin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BVPLOPDDUJTCFL-JBAXFHHXSA-N	CHEBI:70012	comazaphilone C	ANTIBACTERIAL	comazaphilone-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BVPTZDRKEDPTOX-WBMJQRKESA-N	CHEBI:66625	nidulalin A	ANTIMICROBIAL_UNSPECIFIED	nidulalin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BVRULQCEMCYBAM-UHFFFAOYSA-N	CHEBI:66065	IC202A	ANTIMICROBIAL_UNSPECIFIED	ic202a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BVZLLUDATICXCI-JMSCDMLISA-N	CHEBI:83800	daclatasvir hydrochloride	ANTIVIRAL	daclatasvir-hydrochloride	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BVZOXPCXYRGXKC-RUXXHOCVSA-N	CHEBI:66686	maytenfolone A	ANTIVIRAL	maytenfolone-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BWIAPPHQSUHPDB-IWCGXAMISA-N	antibioticmech:aro-ec60046a85	cervimycin B	ANTIBACTERIAL	cervimycin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BWMISRWJRUSYEX-SZKNIZGXSA-N	CHEBI:77614	terbinafine hydrochloride	ANTIFUNGAL	terbinafine-hydrochloride	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BWQKHOMAOVUASZ-UHFFFAOYSA-N	CHEBI:67606	sampangine	ANTIFUNGAL	sampangine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BWRRTAXZCKVRON-DGPOFWGLSA-N	CHEBI:31374	cefotiam dihydrochloride	ANTIBACTERIAL	cefotiam-dihydrochloride	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BWVNOTYEDMJNDA-TWBNDLJKSA-N	CHEBI:16479	streptomycin 6-phosphate	ANTIMICROBIAL_UNSPECIFIED	streptomycin-6-phosphate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BWWVAEOLVKTZFQ-NTZNESFSSA-N	CHEBI:51208	mecillinam	ANTIBACTERIAL	mecillinam	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BWZJBXAPRCVCKQ-UHFFFAOYSA-N	CHEBI:92257	IKK16	ANTIPROTOZOAL	ikk16	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BXENDTPSKAICGV-RXSFTSLZSA-N	CHEBI:66516	soulattrolide	ANTIVIRAL	soulattrolide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BXLGPMDGOMEFBX-UHFFFAOYSA-N	CHEBI:32197	tetracenomycin A2	ANTIBACTERIAL	tetracenomycin-a2	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BXNJHAXVSOCGBA-UHFFFAOYSA-N	CHEBI:28121	harmine	ANTIVIRAL	harmine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BXXSHQYDJWZXPB-OKNSCYNVSA-N	CHEBI:28283	capsidiol	ANTIFUNGAL	capsidiol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BXZVVICBKDXVGW-NKWVEPMBSA-N	CHEBI:490877	didanosine	ANTIVIRAL	didanosine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BYBLEWFAAKGYCD-UHFFFAOYSA-N	antibioticmech:aro-11ab0a98bf	miconazole	ANTIFUNGAL	miconazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BYJAJQGCMSBKPB-SCSAIBSYSA-N	CHEBI:141345	(R)-3-hydroxybutanenitrile	ANTIFUNGAL	r-3-hydroxybutanenitrile	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BYMOGFTUZUEFHY-SIUCFGLGSA-N	CHEBI:131494	5,6-dehydrotomatine	ANTIFUNGAL	5-6-dehydrotomatine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BYRKDHSWMQLYJB-UHFFFAOYSA-N	antibioticmech:aro-a324312fa2	pristinamycin IC	ANTIBACTERIAL	pristinamycin-ic	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BYTKNUOMWLJVNQ-UHFFFAOYSA-N	CHEBI:231676	SF2523	ANTIVIRAL	sf2523	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BYVVOONSAAQMKI-RFKCMYLBSA-N	CHEBI:77772	ilicicolin H	ANTIMICROBIAL_UNSPECIFIED	ilicicolin-h	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
BZJHCQBNFUNZPJ-UHFFFAOYSA-N	CHEBI:45666	SDZ 35-682	ANTIVIRAL	sdz-35-682	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CADJZGPRUYOSGU-QWWLYEKJSA-N	CHEBI:32096	rhodomycin D	ANTIMICROBIAL_UNSPECIFIED	rhodomycin-d	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CAUHWGTUUBORAX-IKGGRYGDSA-N	CHEBI:192263	metarylpicoxamid	ANTIFUNGAL	metarylpicoxamid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CAULGCQHVOVVRN-SWZPTJTJSA-N	CHEBI:80830	(E,E)-germacrone	ANTIFUNGAL	e-e-germacrone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CBENFWSGALASAD-UHFFFAOYSA-N	CHEBI:25812	ozone	BIOCIDE	ozone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CBIZXZGHIBJYRA-CMJOXMDJSA-N	CHEBI:66298	remangiflavanone B	ANTIBACTERIAL	remangiflavanone-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CBPFOSMNDISZLV-UHFFFAOYSA-N	CHEBI:65976	glycyrrhizol A	ANTIBACTERIAL	glycyrrhizol-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CBVCZFGXHXORBI-PXQQMZJSSA-N	CHEBI:44032	indinavir	ANTIVIRAL	indinavir	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CCDBRFCICQZPPE-DNQXCXABSA-N	CHEBI:32209	tetracenomycin X	ANTIBACTERIAL	tetracenomycin-x	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CCRCUPLGCSFEDV-BQYQJAHWSA-N	CHEBI:194138	methyl trans-cinnamate	ANTIBACTERIAL	methyl-trans-cinnamate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CCVQPAZRNPBPPA-DAXSKMNVSA-N	CHEBI:65800	5-hydroxy-7-prop-2-en-(E)-ylidene-7,7a-dihydro- 2H-cyclopenta[b]pyran-6-one	ANTIMICROBIAL_UNSPECIFIED	5-hydroxy-7-prop-2-en-e-ylidene-7-7a-dihydro-2h-cyclopenta-b-pyran-6-o	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CCVQPAZRNPBPPA-QPJJXVBHSA-N	CHEBI:65801	5-hydroxy-7-prop-2-en-(Z)-ylidene-7,7a-dihydro- 2H-cyclopenta[b]pyran-6-one	ANTIMICROBIAL_UNSPECIFIED	5-hydroxy-7-prop-2-en-z-ylidene-7-7a-dihydro-2h-cyclopenta-b-pyran-6-o	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CCYKXDPVYWRNMH-UHFFFAOYSA-N	CHEBI:6521	lonchocarpenin	ANTIPROTOZOAL	lonchocarpenin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CCZRQXWCDVXNHR-GFLRHUPZSA-N	CHEBI:66234	TMC-1A	ANTIMICROBIAL_UNSPECIFIED	tmc-1a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CDHAYBUDIPNGGJ-UHFFFAOYSA-N	CHEBI:156550	pyrrolomycin A	ANTIBACTERIAL	pyrrolomycin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CDICDSOGTRCHMG-ONEGZZNKSA-N	CHEBI:27949	(E)-sinapaldehyde	ANTIFUNGAL	e-sinapaldehyde	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CDOSHBSSFJOMGT-JTQLQIEISA-N	CHEBI:28	(R)-linalool	ANTIMICROBIAL_UNSPECIFIED	r-linalool	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CDOSHBSSFJOMGT-SNVBAGLBSA-N	CHEBI:98	(S)-linalool	ANTIMICROBIAL_UNSPECIFIED	s-linalool	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CDOSHBSSFJOMGT-UHFFFAOYSA-N	CHEBI:17580	linalool	ANTIMICROBIAL_UNSPECIFIED	linalool	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CDTJNKFURPZXMS-LRBSCOJMSA-N	antibioticmech:aro-d2b8d66d15	bacitracin B	ANTIBACTERIAL	bacitracin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CDYBOKJASDEORM-HBVDJMOISA-N	CHEBI:80840	isomangiferin	ANTIVIRAL	isomangiferin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CEAZRRDELHUEMR-UHFFFAOYSA-N	antibioticmech:aro-b380d64ee1	gentamicin	ANTIBACTERIAL	gentamicin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CEAZRRDELHUEMR-URQXQFDESA-N	CHEBI:27412	gentamycin C1	ANTIMICROBIAL_UNSPECIFIED	gentamycin-c1	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CEBUWXCYJVYZSN-XEMCBIIJSA-N	CHEBI:69222	fatsicarpain G	ANTIVIRAL	fatsicarpain-g	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CECREIRZLPLYDM-QGZVKYPTSA-N	CHEBI:76945	manool	ANTIBACTERIAL	manool	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CECREIRZLPLYDM-RAUXBKROSA-N	CHEBI:76944	13-epi-manool	ANTIFUNGAL	13-epi-manool	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CEVCTNCUIVEQOY-JQOWZUPLSA-N	CHEBI:324935	fumagillol	ANTIMICROBIAL_UNSPECIFIED	fumagillol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CEVNHRPKRNTGKO-ZSAUSMIDSA-N	CHEBI:27774	lubimin	ANTIFUNGAL	lubimin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CEWYDURMTVVVNH-QMOGDXDJSA-N	CHEBI:66244	TMC-96	ANTIMICROBIAL_UNSPECIFIED	tmc-96	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CEXYMYPXHMUTTJ-UHFFFAOYSA-N	CHEBI:65863	erylatissin A	ANTIMICROBIAL_UNSPECIFIED	erylatissin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CFCUWKMKBJTWLW-BKHRDMLASA-N	CHEBI:31856	mithramycin	ANTIMICROBIAL_UNSPECIFIED	mithramycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CFKMVGJGLGKFKI-UHFFFAOYSA-N	CHEBI:34395	4-chloro-m-cresol	BIOCIDE	4-chloro-m-cresol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CFQHTKGGWFGEKG-WYJATRNTSA-N	antibioticmech:aro-a78f888bde	phenelfamycin C	ANTIBACTERIAL	phenelfamycin-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CFRXQGXKLCOKGG-BNKKYZKKSA-N	CHEBI:65467	batzelladine B	ANTIVIRAL	batzelladine-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CGBJSGAELGCMKE-UHFFFAOYSA-N	CHEBI:95093	omipalisib	ANTIVIRAL	omipalisib	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CGIHPACLZJDCBQ-UHFFFAOYSA-N	CHEBI:73185	acibenzolar	ANTIFUNGAL	acibenzolar	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CGVBSJOSWAZUIF-IOMVKLDJSA-N	CHEBI:69020	physalin G	ANTIPROTOZOAL	physalin-g	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CHHHXKFHOYLYRE-STWYSWDKSA-M	CHEBI:77868	potassium sorbate	BIOCIDE	potassium-sorbate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CHPZKNULDCNCBW-UHFFFAOYSA-N	CHEBI:231505	gallium nitrate	ANTIBACTERIAL	gallium-nitrate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CHYNVNQRYJSKBG-ZDUSSCGKSA-N	CHEBI:69472	purpurester A	ANTIVIRAL	purpurester-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CIEYTVIYYGTCCI-UHFFFAOYSA-N	CHEBI:6377	lapachol	ANTIBACTERIAL	lapachol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CIFWZNRJIBNXRE-UHFFFAOYSA-N	CHEBI:6751	mepanipyrim	ANTIFUNGAL	mepanipyrim	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CIFZCCWGXMYJEU-UHFFFAOYSA-N	CHEBI:38947	dithiodiphosphoric acid	ANTIVIRAL	dithiodiphosphoric-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CIHOLLKRGTVIJN-UHFFFAOYSA-N	CHEBI:64090	tert-butyl hydroperoxide	ANTIBACTERIAL	tert-butyl-hydroperoxide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CIUHLXZTZWTVFL-UHFFFAOYSA-N	CHEBI:17209	dihydrosanguinarine	ANTIFUNGAL	dihydrosanguinarine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CJBJHOAVZSMMDJ-HEXNFIEUSA-N	CHEBI:367163	darunavir	ANTIVIRAL	darunavir	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CJHXCRMKMMBYJQ-UHFFFAOYSA-N	CHEBI:81958	dimethirimol	ANTIFUNGAL	dimethirimol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CJMOMVNHRUTOJX-SEAFAFSMSA-N	CHEBI:68699	(−)-rotiorin	ANTIFUNGAL	rotiorin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CJPQIRJHIZUAQP-MRXNPFEDSA-N	CHEBI:82779	benalaxyl-M	ANTIFUNGAL	benalaxyl-m	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CKAPSXZOOQJIBF-UHFFFAOYSA-N	CHEBI:5692	hexachlorobenzene	ANTIFUNGAL	hexachlorobenzene	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CKPCAYZTYMHQEX-UHFFFAOYSA-N	CHEBI:81972	pyrifenox	ANTIFUNGAL	pyrifenox	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CKSJXOVLXUMMFF-UHFFFAOYSA-N	CHEBI:31585	exalamide	ANTIFUNGAL	exalamide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CLEXYFLHGFJONT-DNMILWOZSA-N	CHEBI:6088	jervine	ANTIFUNGAL	jervine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CLKOFPXJLQSYAH-ABRJDSQDSA-N	CHEBI:35862	bacitracin A	ANTIBACTERIAL	bacitracin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CLMGAZWYZXAAJO-FURQXPDPSA-N	CHEBI:65595	caseargrewiin D	ANTIMYCOBACTERIAL	caseargrewiin-d	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CLQUUOKNEOQBSW-KEGKUKQHSA-N	CHEBI:28331	erythromycin D	ANTIMICROBIAL_UNSPECIFIED	erythromycin-d	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CMJGAYUQSLJSCR-ULIPXBITSA-N	CHEBI:9044	savinin	ANTIVIRAL	savinin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CMMLZMMKTYEOKV-RDKHTNMBSA-N	CHEBI:7752	oligomycin C	ANTIMICROBIAL_UNSPECIFIED	oligomycin-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
CNDQSXOVEQXJOE-UHFFFAOYSA-N	CHEBI:76259	oxyphenbutazone hydrate	ANTIMICROBIAL_UNSPECIFIED	oxyphenbutazone-hydrate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
