chebi_id	species_text	species_accession	component_text	strain_text	source_accession	comments
CHEBI:4579	Stemona tuberosa	167572			15679323	
CHEBI:4582	Cannabis sativa	3483			10.1021/np50031a011	
CHEBI:4629	Dioscorea	4672	tuber		21391660	
CHEBI:4630	Lepisorus ussuriensis	699700	whole plant		26569039	
CHEBI:4631	Desmodium styracifolium	648866			25620156	
CHEBI:4668	Strophanthus divaricatus	62092			10.1016/0031-9422(91)80023-T	
CHEBI:4676	Homo sapiens	9606			9591306	
CHEBI:4676	Homo sapiens	9606	blood serum		MTBLS90	
CHEBI:4685	Dysaphis plantaginea	214836			19023626	
CHEBI:4685	Teucrium marum	711380			15763383	
CHEBI:4743	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:4746	Kocuria rosea	1275			5473895	
CHEBI:4752	Catharanthus trichophyllus	319559			/10.1016/S0099-9598(08)60005-X	
CHEBI:4778	Aegiceras corniculatum	59970	twig		10.1021/np50063a031	
CHEBI:4778	Aegiceras corniculatum	59970	stem		10.1021/np50063a031	
CHEBI:4778	Embelia ribes	459629	fruit		17124632	
CHEBI:4778	Embelia ribes	459629	leaf		17124632	
CHEBI:4778	Lysimachia punctata	213289	root		15890461	Underground part of the plant
CHEBI:4778	Myrsine africana	59982	fruit		ELECTRON  J  FOOD PLANTS CHEM, 2007, 2, 20	
CHEBI:4781	Carapichea ipecacuanha	77880	root		19227966	
CHEBI:4806	Camellia sinensis	4442			21434603	
CHEBI:4806	Camellia sinensis	4442			MTBLS403	From MetaboLights
CHEBI:4806	Parapiptadenia rigida	148713	bark		21080642	Ethanolic extract of air-dried, powdered bark
CHEBI:4808	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:4808	Senna alexandrina	72402	seed		17345316	
CHEBI:4822	Claviceps purpurea	5111			17841110	
CHEBI:4822	Claviceps purpurea	5111			20778930	
CHEBI:4823	Epichloe typhina	5113			447932	
CHEBI:4828	Coprinus comatus	56187			26338495	
CHEBI:4828	Mycobacterium tuberculosis	1773			26774486	
CHEBI:4828	Pleurotus ostreatus	5322			27134772	
CHEBI:4867	Agastache rugosa	39271			12575134	
CHEBI:4867	Anthriscus cerefolium	40888			21922923	
CHEBI:4867	Homo sapiens	9606	faeces		19167006	
CHEBI:4867	Homo sapiens	9606	saliva		24421258	
CHEBI:4867	Ocimum basilicum	39350			10552889	
CHEBI:4867	Ocimum selloi	204218			21834250	
CHEBI:4867	Ocimum tenuiflorum	204149			18095647	
CHEBI:4867	Pimpinella anisum	271192	fruit		18266152	
CHEBI:4867	Tagetes filifolia	399409			21469658	
CHEBI:4917	Homo sapiens	9606	saliva		20809147	
CHEBI:4917	Homo sapiens	9606	blood		2329164	
CHEBI:4917	Syzygium aromaticum	219868			10.1080/1040841X.2017.1295225	
CHEBI:4932	Merrillia caloxylon	159055	root		10.1016/0031-9422(74)80328-6	
CHEBI:4932	Orthosiphon stamineus	260636			4798539	
CHEBI:4932	Otostegia limbata	483858			10.1055/s-0028-1097328	
CHEBI:4932	Salvia lavanduloides	392669	whole plant		REV. LANTINOAM. QUIM., 1974, 5, 41	
CHEBI:4932	Sideritis gomeraea	155247			J. NAT. PROD., 1978, 41, 279	
CHEBI:4935	Eupatorium formosanum	103749			4335375	
CHEBI:4935	Inula britannica	119176	aerial part		16450294	
CHEBI:4935	Inula japonica	453958	flower		27452450	
CHEBI:4935	Inula salsoloides	557660	aerial part		Hu, X.J., Jin, H.Z., Liu, X.H. and Zhang, W.D. (2011) Two new sesquiterpenes from Inula salsoloides and their Inhibitory activities against NO production. Helv. Chim. Acta., 94(2), 306-312.	
CHEBI:4935	Inula salsoloides	557660	whole plant		Zhou, B.N., Bai, N.S., Lin, L.Z. and Cordell, G.A. (1994) Sesquiterpene lactones from Inula salsoloides. Phytochemistry, 36(3), 721-724.	
CHEBI:4946	Cratoxylum cochinchinense	271749	stem		21428375	Methanolic extract of dried and ground stems
CHEBI:4991	Escherichia coli	562			21988831	
CHEBI:5017	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:5018	Cajanus cajan	3821			136119	
CHEBI:5018	Gynerium sagittatum	42053			17442349	
CHEBI:5019	Escherichia coli	562			21988831	
CHEBI:5044	Escherichia coli	562			21988831	
CHEBI:5092	Aquilaria malaccensis	223753	cell suspension culture		/10.1007/s11240-017-1372-7	
CHEBI:5092	Aquilaria sinensis	210372			2618717	
CHEBI:5092	Imperata cylindrica	80369	rhizome		16499335	
CHEBI:5169	Fraxinus chinensis subsp. rhynchophylla	126596			19721227	
CHEBI:5170	Acer tegmentosum	57653			28383514	
CHEBI:5170	Aesculus hippocastanum	43364	seed		32649293	
CHEBI:5170	Fraxinus excelsior	38873	leaf		1298368	
CHEBI:5170	Tilia platyphyllos	82423			31273573	
CHEBI:5181	Acaudina molpadioides	545769			25407449	
CHEBI:5181	Cladosiphon okamuranus	309737			25546518	
CHEBI:5181	Macrocystis pyrifera	35122			25706632	
CHEBI:5181	Sargassum henslowianum	703908			25141794	
CHEBI:5181	Sargassum wightii	1442163			25453283	
CHEBI:5181	Turbinaria conoides	127557			25451746	
CHEBI:5186	Cystoseira barbata	590725			28389351	
CHEBI:5186	Himanthalia elongata	74478			28865626	
CHEBI:5186	Phaeodactylum tricornutum	2850			27455130	
CHEBI:5186	Saccharina japonica	88149			28212270	
CHEBI:5186	Sargassum fusiforme	590727			16786166	
CHEBI:5186	Sargassum siliquastrum	127572			19264501	
CHEBI:5186	Sporochnus comosus	45367			21348445	CH2Cl2 extract of freeze-dried brown algae
CHEBI:5186	Undaria pinnatifida	74381			16786166	
CHEBI:5279	Garcinia mangostana	58228			18464091	
CHEBI:5313	Gentianopsis barbata	156522			14558348	
CHEBI:5323	Hypericum annulatum	708052			17260692	
CHEBI:5324	Gentiana lutea	38851	root		18064621	
CHEBI:5325	Arthrinium sp.	1756131			31163640	
CHEBI:5325	Aspergillus parasiticus	5067			/10.1021/np010450k	
CHEBI:5325	Penicillium novae-zeelandiae	434487			12948827	
CHEBI:5325	Penicillium roqueforti	5082			Book: John W. Blunt, Murray H. G. Munro. Dictionary of Marine Natural Products with CD-ROM, D-597.	
CHEBI:5325	Phoma herbarum	73001			27288000	
CHEBI:5325	Phyllosticta sp.	1886407	cell suspension culture		/10.1271/bbb1961.35.1810	
CHEBI:5326	Albizia julibrissin	3813	bark		15283458	
CHEBI:5353	Cephalotaxus harringtonia	58029			10.1016/0031-9422(73)80020-2	
CHEBI:5353	Cephalotaxus harringtonia var. drupacea	224739	leaf		1329635	
CHEBI:5353	Cephalotaxus harringtonia var. drupacea	224739	twig		1329635	
CHEBI:5353	Dacrydium	56889	leaf		9134745	
CHEBI:5353	Dacrydium	56889	branch		9134745	Previous component: branchlet;
CHEBI:5353	Dioon	58032			10.1016/0031-9422(73)80020-2	
CHEBI:5353	Ginkgo biloba	3311	leaf		16327145	
CHEBI:5353	Selanginella moellendorfii	88036			9134745	
CHEBI:5356	Ginkgo biloba	3311	root		15038029	Isolated from root bark
CHEBI:5371	Ailanthus altissimus	2768810			29953225	Isolated from the samara.
CHEBI:5371	Ailanthus excelsus	1133704	bark		12560029	Isolated from stem bark.
CHEBI:5371	Ailanthus excelsus	1133704	bark		600027	Isolated form root bark.
CHEBI:5371	Nothospondias staudtii	459131			21733691	
CHEBI:5371	Odyendyea gabonensis	459133	bark		17340307	Isolated from stem bark.
CHEBI:5371	Simarouba amara	101569			720499	
CHEBI:5371	Simarouba glauca	43729	Root		26178388	
CHEBI:5371	Simarouba versicolor	459157	bark		19501276	Isolated form root bark.
CHEBI:5371	Simarouba versicolor	459157			895397	
CHEBI:5373	Corydalis turtschaninovii	1577077	rhizome		25277281	
CHEBI:5373	Corydalis turtschaninovii	1577077	tuber		25670016	
CHEBI:5373	Corydalis yanhusuo	458692			23194502	
CHEBI:5373	Glaucium flavum	56853	root		24317429	
CHEBI:5373	Nandina domestica	41776	fruit		24897106	
CHEBI:5380	Glycyrrhiza lepidota	47080	leaf		11524125	
CHEBI:5381	Glycyrrhiza lepidota	47080			11524125	
CHEBI:5386	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:5390	Mycoplasma genitalium	2097			22817898	
CHEBI:5396	Aurinia	169390			24354202	
CHEBI:5397	Brassica rapa subsp. pekinensis	51351			24868877	
CHEBI:5399	Peritoma arborea	171228			24307123	
CHEBI:5402	Armoracia rusticana	3704			22779710	
CHEBI:5403	Moringa stenopetala	161034			12709911	
CHEBI:5407	Eruca vesicaria  subsp. sativa	29727			19489541	
CHEBI:5409	Limnanthes alba	42439			19170637	
CHEBI:5411	Brassica rapa	3711			23001436	
CHEBI:5413	Brassica oleracea var. italica	36774			23513733	
CHEBI:5414	Sisymbrium officinale	203582			23193942	
CHEBI:5415	Brassica oleracea var. italica	36774			23110644	
CHEBI:5525	Fioria vitifolia	183231			23738444	
CHEBI:5576	Areca catechu	184783	fruit		Phytochemistry, 1998, Vol. 48(3), pp. 581-582.	
CHEBI:5587	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:5623	Symplocos setchuensis	210366	stem		11473435	
CHEBI:5650	Adonis aestivalis	113211	aerial part		1368415	
CHEBI:5650	Descurainia sophia	89411	seed		32147288	
CHEBI:5650	Erysimum canescens	489728			13965884	
CHEBI:5650	Erysimum cheiranthoides	330168			33180277	
CHEBI:5656	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:5697	Escherichia coli	562			21988831	
CHEBI:5697	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:5697	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:5721	Rhus succedanea	269721	fruit		2526343	drupes
CHEBI:5728	Catharanthus roseus	4058			12628396	
CHEBI:5730	Glycyrrhiza glabra	49827			7381508	
CHEBI:5757	Citrus bergamia	380129			22208890	
CHEBI:5757	Medicago sativa	3879			22208890	
CHEBI:5760	Polypodium niponicum	253747			10.1016/S0031-9422(00)80275-7	
CHEBI:5764	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:5764	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:5765	Catharanthus lanceus	1750993			Indoles, Part 4: The Monoterpenoid Indole Alkaloids Volume 88 of Chemistry of Heterocyclic Compounds: A Series Of Monographs (Ed. J. E. Saxton; John Wiley and Sons, 2009), p364.	
CHEBI:5769	Humulus lupulus	3486	cone		22111577	EtOH extract of hop cones
CHEBI:5832	Erythrina suberosa	1288013	seed		5348524	
CHEBI:5832	Pisolithus microcarpus	178872			17370110	
CHEBI:5832	Pisolithus tinctorius	37468			9951730	
CHEBI:5837	Sideritis scardica	155261			24102372	
CHEBI:5850	Apis cerana	7461			MTBLS379	
CHEBI:5853	Tabernaemontana catharinensis	403124	stem		30599414	
CHEBI:5853	Tabernaemontana hystrix	761074			18797794	
CHEBI:5853	Tabernanthe iboga	141617			/10.1021/ja01534a036	
CHEBI:5885	Angelica dahurica	48101	root		12510838	
CHEBI:5885	Angelica koreana	182415	root		17396918	
CHEBI:5885	Peucedanum ostruthium	1000424	root		21627108	Dichloromethane extract of dried, powdered roots and rhizomes
CHEBI:5885	Peucedanum ostruthium	1000424	rhizome		21627108	Dichloromethane extract of dried, powdered roots and rhizomes
CHEBI:5952	Carapichea ipecacuanha	77880			18927081	
CHEBI:5963	Iris domestica	58944			21465599	
CHEBI:5963	Iris germanica	34205	rhizome		22388969	
CHEBI:5973	Iris germanica	34205	rhizome		25204177	
CHEBI:5981	Inula helenium	55635	root		25767328	
CHEBI:5982	Rhachidosorus mesosorus	65707			Phytochemical Dictionary: A Handbook of Bioactive Compounds from Plants	
CHEBI:5989	Butea monosperma	56060	flower		3725938	
CHEBI:5994	Stellera chamaejasme	142738	root		16141313	
CHEBI:6006	Taraxacum mongolicum	90037			18720865	
CHEBI:6017	Gentiana lutea	38851			18064621	
CHEBI:6032	Chlamydomonas reinhardtii	3055			25515814	
CHEBI:6088	Veratrum dahuricum	386441			20013819	
CHEBI:6088	Veratrum patulum	1049916			9748369	
CHEBI:6088	Veratrum taliense	203103			17260275	
CHEBI:6088	Veratrum viride	72650			10.1016/S0021-9258(17)30845-1	
CHEBI:6116	Piper rusbyi	538341	leaf		17354169	
CHEBI:6133	Ammi visnaga	1053409	leaf		28166217	
CHEBI:6133	Ammi visnaga	1053409	seed		28166217	
CHEBI:6146	Morus alba	3498	root		23806866	
CHEBI:6151	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:6268	Homo sapiens	9606	urine		949837	
CHEBI:6268	Rattus norvegicus	10116	kidney		14404302	
CHEBI:6331	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:6332	Blighia sapida	259381	fruit		19653254	
CHEBI:6358	Cichorium intybus	13427			MTBLS270	
CHEBI:6364	Eisenia bicyclis	6395			24274485	
CHEBI:6364	Laminaria digitata	80365			25443973	
CHEBI:6364	Sargassum fusiforme	590727			24413558	
CHEBI:6373	Gentiana utriculosa	49958	aerial part		19296391	
CHEBI:6373	Metagentiana rhodantha	50767	whole plant		22006717	
CHEBI:6373	Polygala sibirica	690825	root		24702811	
CHEBI:6373	Polygala tenuifolia	355332	cortex		15974611	
CHEBI:6412	Coreopsis lanceolata	159666			24236492	
CHEBI:6426	Streptomyces exfoliatus	1905		SMF13	9531495	
CHEBI:6495	Escherichia coli	562			21988831	
CHEBI:6498	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:6499	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:6521	Millettia richardiana	62121	stem		24079177	
CHEBI:6570	Breynia fruticosa	296042	root		21428418	90% Methanolic extract of air-dried, crushed roots.
CHEBI:6570	Croton gratissimus	316784	stem		22032651	Previous component: stem bark; Combined hexane,methylene chloride,ethyl acetate and methanol extract of Ground leaves
CHEBI:6570	Croton gratissimus	316784	leaf		22032651	Combined hexane,methylene chloride,ethyl acetate and methanol extract of Ground leaves
CHEBI:6574	Humulus lupulus	3486			24948953	
CHEBI:6601	Crinum asiaticum var. sinicum	223245	bulb		21314165	95% ethanolic extract of dried, powdered leaves
CHEBI:6601	Crinum asiaticum var. sinicum	223245	leaf		21314165	95% ethanolic extract of dried, powdered leaves
CHEBI:6602	Solanum lycopersicum	4081	fruit		11171227	
CHEBI:6631	Cordyceps sinensis	72228	mycelium		21848266	Ethanolic extract of dried mycelia
CHEBI:6647	Ephedra sinica	33152	root		18975262	
CHEBI:6650	Daphnia magna	35525			Mixtures of similarly acting compounds in Daphnia magna: From gene to metabolite and beyond	
CHEBI:6664	Petroselinum crispum	4043	leaf		18214349	
CHEBI:6682	Cratoxylum cochinchinense	271749			15182859	
CHEBI:6682	Cyclopia genistoides	70073			10.1007/s00217-002-0644-5	
CHEBI:6682	Cyclopia intermedia	384038			10.1007/s00217-002-0644-5	
CHEBI:6682	Cyclopia maculata	155107			10.1007/s00217-002-0644-5	
CHEBI:6682	Cyclopia sessiliflora	337842			10.1007/s00217-002-0644-5	
CHEBI:6682	Cyclopia subternata	155109			15315375	
CHEBI:6682	Gentiana cruciata	49943			10.1016/S0031-9422(00)88887-1	
CHEBI:6682	Gentiana lutea	38851			10705751	
CHEBI:6682	Gentianella campestris	49940			10.1002/hlca.19750580731	
CHEBI:6682	Gentianopsis	50798			10.1016/0305-1978(82)90006-0	
CHEBI:6682	Hypericum perforatum	65561			10.1078/0176-1617-00195	
CHEBI:6682	Hypericum sampsonii	282553			10.1016/j.phytochem.2004.08.014	
CHEBI:6682	Mangifera indica	29780			10.1246/bcsj.30.618	
CHEBI:6682	Salacia chinensis	1009589			12951446	
CHEBI:6682	Swertia cordata	148628			10.1021/np50103a019	
CHEBI:6682	Swertia franchetiana	50785			10.1016/j.bse.2004.02.008	
CHEBI:6694	Bidens bipinnata	1527831	whole plant		25282892	
CHEBI:6694	Coreopsis tinctoria	41554			25516207	
CHEBI:6731	Aphis fabae	191316			13445686	
CHEBI:6736	Apis mellifera	7460			24675423	
CHEBI:6785	Mesua ferrea	210380			10.1016/S0040-4020(01)83306-8	
CHEBI:6786	Hypericum japonicum	282542			9842731	
CHEBI:6854	Allium sativum	4682			23865201	
CHEBI:6857	Ocimum	39173			10.1590/S0103-50532003000500008	
CHEBI:6857	Tricholoma matsutake	40145	fruit body		18066606	
CHEBI:6857	Zanthoxylum armatum	67938			22273148	
CHEBI:6941	Catharanthus roseus	4058			Kohl, W., Witte, B. and Hofle, G. (1981) Alkaloids from Catharanthus roseus tissue cultures, II. Z. Naturforsch, 86b, 1153-1162.	
CHEBI:6941	Catharanthus trichophyllus	319559			10.1016/S0031-9422(00)98066-X	Found in hairy root.
CHEBI:6941	Vinca minor	60093			13943964	
CHEBI:6941	Voacanga africana	141630	cell suspension culture		Stöckigt, J., Pawelka, K-H., Rother, A. and Deus, B. (1982) Indole alkaloids from cell suspension cultures of Stemmadenia tomentosa and Voacanga africana. Z. Naturforsch, 37c, 857-860.	
CHEBI:6972	Monarda didyma	39343			10.1016/S0040-4039(00)98251-0	
CHEBI:6972	Salvia coccinea	260612	flower		11809447	
CHEBI:6972	Salvia splendens	180675	flower		10.1016/S0040-4039(00)70662-9	
CHEBI:7014	Robinia pseudoacacia	35938	whole plant		21214467	
CHEBI:7051	Nicotiana tabacum	4097			18136963	
CHEBI:7101	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:7101	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:7125	Escherichia coli	562			21988831	
CHEBI:7125	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:7125	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:7210	Homo sapiens	9606	urine		22624806	
CHEBI:7347	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:7386	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:7386	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:7488	Streptomyces natalensis	68242			31311527	
CHEBI:7500	Oryza sativa	4530			24310066	
CHEBI:7502	Clinopodium chinense	516070	aerial part		23178306	
CHEBI:7509	Papaver somniferum	3469			10.1080/00397917908064183	
CHEBI:7513	Viola philippica	316493			14519932	
CHEBI:7518	Cinara pilicornis	506607			18166192	
CHEBI:7518	Nepeta cataria	39347	leaf		29091815	
CHEBI:7518	Nepeta racemosa	54731			15974613	
CHEBI:7518	Nepeta sibirica	180189			20307630	
CHEBI:7519	Nepeta cataria	39347			21056438	
CHEBI:7519	Nepeta racemosa	54731			15974613	
CHEBI:7524	Vitis vinifera	29760			10.1007/s00217-021-03692-3	
CHEBI:7542	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:7542	Homo sapiens	9606	cerebrospinal fluid		26453765	
CHEBI:7545	Lysionotus pauciflorus	48809			21775221	
CHEBI:7545	Ocimum basilicum	39350			23747095	
CHEBI:7565	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:7609	Citrus junos	135197			33991286	Isolated from the peel.
CHEBI:7609	Citrus limettioides	200542			38088731	
CHEBI:7609	Citrus maxima	37334			25212475	Species also known as Citrus grandis.
CHEBI:7611	Picea omorika	3336			23495163	
CHEBI:7613	Anthemis aciphylla	589713			10.1248/cpb.54.222	
CHEBI:7613	Euphorbia larica	1031526			10.1016/j.phytochem.2006.06.030	
CHEBI:7622	Allanblackia floribunda	469914			10.1039/J39710001332	
CHEBI:7622	Anaxagorea luzonensis	235716			NATURAL MEDICINES,2001,55,316	
CHEBI:7622	Garcinia mangostana	58228			10.1016/0031-9422(75)80385-2	
CHEBI:7622	Garcinia multiflora	1009474			10.1016/0031-9422(75)85069-2	
CHEBI:7622	Gymnocarpium robertianum	983334			YAKUGAKU ZASSHI,1986,106,378	
CHEBI:7622	Hypericum androsaemum	140968			10.1021/np50003a012	
CHEBI:7622	Hypericum japonicum	282542			NAT PROD RES DEV,2004,16,511	
CHEBI:7622	Hypericum sampsonii	282553			15256712	
CHEBI:7622	Iris nigricans	995810			10.1016/0031-9422(94)00641-6	
CHEBI:7622	Maclura pomifera	3496			10.1016/S0031-9422(00)86247-0	
CHEBI:7622	Mammea africana	999584			10.1016/S0031-9422(00)88089-9	
CHEBI:7622	Ochrocarpos	469946			10.1016/S0031-9422(00)97372-2	
CHEBI:7622	Pentaphalangium	58227			10.1039/P19740001018	
CHEBI:7622	Symphonia globulifera	156483			10.1016/0040-4020(67)80058-9	
CHEBI:7622	Tripterospermum lanceolatum	933376			9384257	
CHEBI:7632	Wardomyces anomalus	186366			10.1021/np020518b	
CHEBI:7637	Gentiana bavarica	49937			10.1016/S0031-9422(00)00303-4	
CHEBI:7638	Gentianella campestris	49940			15490334	
CHEBI:7638	Swertia japonica	137129			10.1248/cpb.30.4088	
CHEBI:7660	Streptomyces noursei	1971			10.1016/S0040-4039(01)96531-1	
CHEBI:7676	Homo sapiens	9606			16425363	
CHEBI:7725	Escherichia coli	562			21988831	
CHEBI:7725	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:7725	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:7725	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:7729	Lathyrus odoratus	3859			10.1016/S0031-9422(00)80519-1	
CHEBI:7734	Acacia confusa	3809			20047272	
CHEBI:7747	Olea europaea	4146	leaf		22014168	Methanolic and aqueous extract of dried olive leaves
CHEBI:7747	Olea europaea	4146	leaf		28576392	Found particularly in leaves, bark and branches
CHEBI:7772	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:7782	Escherichia coli	562			37132502	
CHEBI:7815	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:7896	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:7896	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:7916	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:7989	Streptomyces testaceus	1883			10.7164/antibiotics.23.259	
CHEBI:8034	Lythrum salicaria	13129			24459770	
CHEBI:8034	Opopanax hispidus	63019	aerial part		25179742	
CHEBI:8034	Peucedanum tauricum	408989			24660466	
CHEBI:8047	Pseudomonas syringae	317			10.1016/0040-4039(84)80033-7	
CHEBI:8047	Pseudomonas syringae	317		Pseudomonas syringae pv. phaseolicola NPS312	J. Gen. Plant Pathol., 2018, 84, 137-141	
